BINARY is TEMP# ObjectProperty
BINARY is ATO_0001503 Class
BINARY SubClassOf ATO_0001503 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001504 Class
BINARY SubClassOf ATO_0001504 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001505 Class
BINARY SubClassOf ATO_0001505 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001506 Class
BINARY SubClassOf ATO_0001506 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001507 Class
BINARY SubClassOf ATO_0001507 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001508 Class
BINARY SubClassOf ATO_0001508 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001509 Class
BINARY SubClassOf ATO_0001509 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001510 Class
BINARY SubClassOf ATO_0001510 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001511 Class
BINARY SubClassOf ATO_0001511 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001512 Class
BINARY SubClassOf ATO_0001512 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001513 Class
BINARY SubClassOf ATO_0001513 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001514 Class
BINARY SubClassOf ATO_0001514 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001515 Class
BINARY SubClassOf ATO_0001515 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001516 Class
BINARY SubClassOf ATO_0001516 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001517 Class
BINARY SubClassOf ATO_0001517 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001518 Class
BINARY SubClassOf ATO_0001518 ATO_0001426,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001519 Class
BINARY SubClassOf ATO_0001519 ATO_0001428,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001520 Class
BINARY SubClassOf ATO_0001520 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001521 Class
BINARY SubClassOf ATO_0001521 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001522 Class
BINARY SubClassOf ATO_0001522 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001523 Class
BINARY SubClassOf ATO_0001523 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001524 Class
BINARY SubClassOf ATO_0001524 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001525 Class
BINARY SubClassOf ATO_0001525 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001526 Class
BINARY SubClassOf ATO_0001526 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001527 Class
BINARY SubClassOf ATO_0001527 ATO_0001429,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001528 Class
BINARY SubClassOf ATO_0001528 ATO_0001429,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001529 Class
BINARY SubClassOf ATO_0001529 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001530 Class
BINARY SubClassOf ATO_0001530 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001531 Class
BINARY SubClassOf ATO_0001531 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001532 Class
BINARY SubClassOf ATO_0001532 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001533 Class
BINARY SubClassOf ATO_0001533 ATO_0000976,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001535 Class
BINARY SubClassOf ATO_0001535 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001536 Class
BINARY SubClassOf ATO_0001536 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001537 Class
BINARY SubClassOf ATO_0001537 ATO_0001430,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001538 Class
BINARY SubClassOf ATO_0001538 ATO_0001431,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001539 Class
BINARY SubClassOf ATO_0001539 ATO_0001431,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001540 Class
BINARY SubClassOf ATO_0001540 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001541 Class
BINARY SubClassOf ATO_0001541 ATO_0001432,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001542 Class
BINARY SubClassOf ATO_0001542 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001543 Class
BINARY SubClassOf ATO_0001543 ATO_0001431,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001544 Class
BINARY SubClassOf ATO_0001544 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001545 Class
BINARY SubClassOf ATO_0001545 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001546 Class
BINARY SubClassOf ATO_0001546 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001547 Class
BINARY SubClassOf ATO_0001547 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001548 Class
BINARY SubClassOf ATO_0001548 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001549 Class
BINARY SubClassOf ATO_0001549 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001550 Class
BINARY SubClassOf ATO_0001550 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001551 Class
BINARY SubClassOf ATO_0001551 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001552 Class
BINARY SubClassOf ATO_0001552 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001553 Class
BINARY SubClassOf ATO_0001553 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001554 Class
BINARY SubClassOf ATO_0001554 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001555 Class
BINARY SubClassOf ATO_0001555 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001556 Class
BINARY SubClassOf ATO_0001556 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001557 Class
BINARY SubClassOf ATO_0001557 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001558 Class
BINARY SubClassOf ATO_0001558 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001559 Class
BINARY SubClassOf ATO_0001559 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001560 Class
BINARY SubClassOf ATO_0001560 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001561 Class
BINARY SubClassOf ATO_0001561 ATO_0001425,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001562 Class
BINARY SubClassOf ATO_0001562 ATO_0001429,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001563 Class
BINARY SubClassOf ATO_0001563 ATO_0001429,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001564 Class
BINARY SubClassOf ATO_0001564 ATO_0001433,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001565 Class
BINARY SubClassOf ATO_0001565 ATO_0001433,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001566 Class
BINARY SubClassOf ATO_0001566 ATO_0001433,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001567 Class
BINARY SubClassOf ATO_0001567 ATO_0001434,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001568 Class
BINARY SubClassOf ATO_0001568 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001569 Class
BINARY SubClassOf ATO_0001569 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001570 Class
BINARY SubClassOf ATO_0001570 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001571 Class
BINARY SubClassOf ATO_0001571 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001572 Class
BINARY SubClassOf ATO_0001572 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001573 Class
BINARY SubClassOf ATO_0001573 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001574 Class
BINARY SubClassOf ATO_0001574 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001575 Class
BINARY SubClassOf ATO_0001575 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001576 Class
BINARY SubClassOf ATO_0001576 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001577 Class
BINARY SubClassOf ATO_0001577 ATO_0001435,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001594 Class
BINARY SubClassOf ATO_0001594 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001599 Class
BINARY SubClassOf ATO_0001599 ATO_0000224
BINARY is ATO_0001642 Class
BINARY SubClassOf ATO_0001642 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001643 Class
BINARY SubClassOf ATO_0001643 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001644 Class
BINARY SubClassOf ATO_0001644 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001645 Class
BINARY SubClassOf ATO_0001645 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001685 Class
BINARY SubClassOf ATO_0001685 ATO_0001426,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001686 Class
BINARY SubClassOf ATO_0001686 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001687 Class
BINARY SubClassOf ATO_0001687 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001691 Class
BINARY SubClassOf ATO_0001691 ATO_0001012,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001715 Class
BINARY SubClassOf ATO_0001715 ATO_0000224
BINARY is ATO_0001716 Class
BINARY SubClassOf ATO_0001716 ATO_0000224
BINARY is ATO_0001717 Class
BINARY SubClassOf ATO_0001717 ATO_0000224
BINARY is ATO_0001718 Class
BINARY SubClassOf ATO_0001718 ATO_0000224
BINARY is ATO_0001719 Class
BINARY SubClassOf ATO_0001719 ATO_0000224
BINARY is ATO_0001767 Class
BINARY is ATO_0001768 Class
BINARY is ATO_0001769 Class
BINARY is ATO_0001770 Class
BINARY is ATO_0001771 Class
BINARY is ATO_0001772 Class
BINARY is ATO_0003285 Class
BINARY SubClassOf ATO_0003285 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003286 Class
BINARY SubClassOf ATO_0003286 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003287 Class
BINARY SubClassOf ATO_0003287 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003288 Class
BINARY SubClassOf ATO_0003288 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003289 Class
BINARY SubClassOf ATO_0003289 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003290 Class
BINARY SubClassOf ATO_0003290 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003291 Class
BINARY SubClassOf ATO_0003291 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003292 Class
BINARY SubClassOf ATO_0003292 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003293 Class
BINARY SubClassOf ATO_0003293 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003294 Class
BINARY SubClassOf ATO_0003294 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003295 Class
BINARY SubClassOf ATO_0003295 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003296 Class
BINARY SubClassOf ATO_0003296 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003297 Class
BINARY SubClassOf ATO_0003297 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003298 Class
BINARY SubClassOf ATO_0003298 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003299 Class
BINARY SubClassOf ATO_0003299 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003300 Class
BINARY SubClassOf ATO_0003300 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003301 Class
BINARY SubClassOf ATO_0003301 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003302 Class
BINARY SubClassOf ATO_0003302 ATO_0001424,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003303 Class
BINARY SubClassOf ATO_0003303 ATO_0000987,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003304 Class
BINARY SubClassOf ATO_0003304 ATO_0000987,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003305 Class
BINARY SubClassOf ATO_0003305 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003306 Class
BINARY SubClassOf ATO_0003306 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003307 Class
BINARY SubClassOf ATO_0003307 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003308 Class
BINARY SubClassOf ATO_0003308 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003309 Class
BINARY SubClassOf ATO_0003309 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003310 Class
BINARY SubClassOf ATO_0003310 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003311 Class
BINARY SubClassOf ATO_0003311 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003312 Class
BINARY SubClassOf ATO_0003312 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003313 Class
BINARY SubClassOf ATO_0003313 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003314 Class
BINARY SubClassOf ATO_0003314 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003315 Class
BINARY SubClassOf ATO_0003315 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003316 Class
BINARY SubClassOf ATO_0003316 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003317 Class
BINARY SubClassOf ATO_0003317 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003318 Class
BINARY SubClassOf ATO_0003318 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003319 Class
BINARY SubClassOf ATO_0003319 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003320 Class
BINARY SubClassOf ATO_0003320 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003321 Class
BINARY SubClassOf ATO_0003321 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003322 Class
BINARY SubClassOf ATO_0003322 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003323 Class
BINARY SubClassOf ATO_0003323 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003324 Class
BINARY SubClassOf ATO_0003324 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003325 Class
BINARY SubClassOf ATO_0003325 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003326 Class
BINARY SubClassOf ATO_0003326 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003327 Class
BINARY SubClassOf ATO_0003327 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003328 Class
BINARY SubClassOf ATO_0003328 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003329 Class
BINARY SubClassOf ATO_0003329 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003330 Class
BINARY SubClassOf ATO_0003330 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003331 Class
BINARY SubClassOf ATO_0003331 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003332 Class
BINARY SubClassOf ATO_0003332 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003334 Class
BINARY SubClassOf ATO_0003334 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003335 Class
BINARY SubClassOf ATO_0003335 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003336 Class
BINARY SubClassOf ATO_0003336 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003337 Class
BINARY SubClassOf ATO_0003337 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003338 Class
BINARY SubClassOf ATO_0003338 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003339 Class
BINARY SubClassOf ATO_0003339 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003340 Class
BINARY SubClassOf ATO_0003340 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003341 Class
BINARY SubClassOf ATO_0003341 ATO_0001427,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003342 Class
BINARY SubClassOf ATO_0003342 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003343 Class
BINARY SubClassOf ATO_0003343 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003344 Class
BINARY SubClassOf ATO_0003344 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003345 Class
BINARY SubClassOf ATO_0003345 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003346 Class
BINARY SubClassOf ATO_0003346 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003347 Class
BINARY SubClassOf ATO_0003347 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003348 Class
BINARY SubClassOf ATO_0003348 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003349 Class
BINARY SubClassOf ATO_0003349 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003350 Class
BINARY SubClassOf ATO_0003350 ATO_0001767,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003351 Class
BINARY SubClassOf ATO_0003351 ATO_0001074,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003352 Class
BINARY SubClassOf ATO_0003352 ATO_0001074,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003353 Class
BINARY SubClassOf ATO_0003353 ATO_0001078,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003354 Class
BINARY SubClassOf ATO_0003354 ATO_0001768,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003355 Class
BINARY SubClassOf ATO_0003355 ATO_0001768,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003356 Class
BINARY SubClassOf ATO_0003356 ATO_0001768,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003357 Class
BINARY SubClassOf ATO_0003357 ATO_0001768,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003358 Class
BINARY SubClassOf ATO_0003358 ATO_0001768,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003359 Class
BINARY SubClassOf ATO_0003359 ATO_0001769,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003360 Class
BINARY SubClassOf ATO_0003360 ATO_0000971,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003361 Class
BINARY SubClassOf ATO_0003361 ATO_0001428,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003362 Class
BINARY SubClassOf ATO_0003362 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003363 Class
BINARY SubClassOf ATO_0003363 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003364 Class
BINARY SubClassOf ATO_0003364 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003365 Class
BINARY SubClassOf ATO_0003365 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003366 Class
BINARY SubClassOf ATO_0003366 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003367 Class
BINARY SubClassOf ATO_0003367 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003368 Class
BINARY SubClassOf ATO_0003368 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003369 Class
BINARY SubClassOf ATO_0003369 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003370 Class
BINARY SubClassOf ATO_0003370 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003371 Class
BINARY SubClassOf ATO_0003371 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003372 Class
BINARY SubClassOf ATO_0003372 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003373 Class
BINARY SubClassOf ATO_0003373 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003374 Class
BINARY SubClassOf ATO_0003374 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003375 Class
BINARY SubClassOf ATO_0003375 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003376 Class
BINARY SubClassOf ATO_0003376 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003377 Class
BINARY SubClassOf ATO_0003377 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003378 Class
BINARY SubClassOf ATO_0003378 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003379 Class
BINARY SubClassOf ATO_0003379 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003380 Class
BINARY SubClassOf ATO_0003380 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003381 Class
BINARY SubClassOf ATO_0003381 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003382 Class
BINARY SubClassOf ATO_0003382 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003383 Class
BINARY SubClassOf ATO_0003383 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003384 Class
BINARY SubClassOf ATO_0003384 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003385 Class
BINARY SubClassOf ATO_0003385 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003386 Class
BINARY SubClassOf ATO_0003386 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003387 Class
BINARY SubClassOf ATO_0003387 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003388 Class
BINARY SubClassOf ATO_0003388 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003389 Class
BINARY SubClassOf ATO_0003389 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003390 Class
BINARY SubClassOf ATO_0003390 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003391 Class
BINARY SubClassOf ATO_0003391 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003392 Class
BINARY SubClassOf ATO_0003392 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003393 Class
BINARY SubClassOf ATO_0003393 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003394 Class
BINARY SubClassOf ATO_0003394 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003395 Class
BINARY SubClassOf ATO_0003395 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003396 Class
BINARY SubClassOf ATO_0003396 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003397 Class
BINARY SubClassOf ATO_0003397 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003398 Class
BINARY SubClassOf ATO_0003398 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003399 Class
BINARY SubClassOf ATO_0003399 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003400 Class
