BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is C571342296272859308 Class
BINARY is C571342296272859314 Class
BINARY SubClassOf C571342296272859314 C571342296272859308,
BINARY SubClassOf C571342296272859314 C571346083343495213,
BINARY SubClassOf C571342296272859314 C571346083343495264,
BINARY SubClassOf C571342296272859314 C571346083343495344,
BINARY SubClassOf C571342296272859314 C571346083343495388
BINARY is C571346083343495168 Class
BINARY SubClassOf C571346083343495168 C571346083343495341
BINARY is C571346083343495169 Class
BINARY SubClassOf C571346083343495169 C571346083343495264,
BINARY SubClassOf C571346083343495169 C571346083343495370
BINARY is C571346083343495170 Class
BINARY SubClassOf C571346083343495170 C571346083343495220
BINARY is C571346083343495171 Class
BINARY SubClassOf C571346083343495171 C571346083343495217
BINARY is C571346083343495172 Class
BINARY SubClassOf C571346083343495172 C571346083343495208,
BINARY SubClassOf C571346083343495172 C571346083343495283,
BINARY SubClassOf C571346083343495172 C571346083343495301,
BINARY SubClassOf C571346083343495172 C571346083343495326,
BINARY SubClassOf C571346083343495172 C571346083343495396,
BINARY SubClassOf C571346083343495172 C571346083343495429
BINARY is C571346083343495173 Class
BINARY SubClassOf C571346083343495173 C571346083343495264
BINARY is C571346083343495174 Class
BINARY SubClassOf C571346083343495174 C571346083343495213,
BINARY SubClassOf C571346083343495174 C571346083343495264,
BINARY SubClassOf C571346083343495174 C571346083343495344,
BINARY SubClassOf C571346083343495174 C571346083343495370,
BINARY SubClassOf C571346083343495174 C571346083343495388,
BINARY SubClassOf C571346083343495174 C571346083343495421
BINARY is C571346083343495175 Class
BINARY SubClassOf C571346083343495175 C571346083343495341
BINARY is C571346083343495176 Class
BINARY SubClassOf C571346083343495176 C571346083343495344
BINARY is C571346083343495177 Class
BINARY SubClassOf C571346083343495177 C571362618128723968
BINARY is C571346083343495178 Class
BINARY SubClassOf C571346083343495178 C571346083343495429
BINARY is C571346083343495179 Class
BINARY SubClassOf C571346083343495179 C571346083343495213,
BINARY SubClassOf C571346083343495179 C571346083343495264,
BINARY SubClassOf C571346083343495179 C571346083343495370,
BINARY SubClassOf C571346083343495179 C571346083343495388
BINARY is C571346083343495180 Class
BINARY SubClassOf C571346083343495180 C571346083343495217,
BINARY SubClassOf C571346083343495180 C571346083343495283,
BINARY SubClassOf C571346083343495180 C571346083343495365
BINARY is C571346083343495182 Class
BINARY SubClassOf C571346083343495182 C571346083343495217
BINARY is C571346083343495183 Class
BINARY SubClassOf C571346083343495183 C571346083343495341
BINARY is C571346083343495185 Class
BINARY SubClassOf C571346083343495185 C571346083343495213,
BINARY SubClassOf C571346083343495185 C571346083343495218
BINARY is C571346083343495186 Class
BINARY SubClassOf C571346083343495186 C571346083343495283
BINARY is C571346083343495187 Class
BINARY SubClassOf C571346083343495187 C571346083343495245
BINARY is C571346083343495188 Class
BINARY SubClassOf C571346083343495188 C571346083343495283
BINARY is C571346083343495189 Class
BINARY SubClassOf C571346083343495189 C571346083343495388
BINARY is C571346083343495191 Class
