BINARY is float Datatype
BINARY is OMRSE_00000502 Class
BINARY SubClassOf OMRSE_00000502 OMRSE_00000506
BINARY is OMRSE_00000503 Class
BINARY SubClassOf OMRSE_00000503 OMRSE_00000506
BINARY is OMRSE_00000504 Class
BINARY SubClassOf OMRSE_00000504 OMRSE_00000506
BINARY is OMRSE_00000505 Class
BINARY SubClassOf OMRSE_00000505 OMRSE_00000506
BINARY is OMRSE_00000506 Class
BINARY SubClassOf OMRSE_00000506 IAO_0000027
BINARY is OMRSE_00000507 Class
BINARY SubClassOf OMRSE_00000507 OMRSE_00000133
BINARY is OMRSE_00002030 Class
BINARY SubClassOf OMRSE_00002030 IAO_0000005
BINARY is OMRSE_00002031 Class
BINARY SubClassOf OMRSE_00002031 IAO_0000104
BINARY is OMRSE_00002045 Class
BINARY SubClassOf OMRSE_00002045 OMRSE_00000506
BINARY is OOSTT_00000074 Class
BINARY SubClassOf OOSTT_00000074 IAO_0000030
BINARY is OOSTT_00000081 Class
BINARY SubClassOf OOSTT_00000081 OOSTT_00000074
BINARY is OOSTT_00000082 Class
BINARY SubClassOf OOSTT_00000082 OOSTT_00000074
BINARY is OOSTT_00000083 Class
BINARY SubClassOf OOSTT_00000083 OOSTT_00000074
BINARY is OOSTT_00000084 Class
BINARY SubClassOf OOSTT_00000084 OOSTT_00000083
BINARY is OOSTT_00000086 Class
BINARY SubClassOf OOSTT_00000086 OOSTT_00000082
BINARY is ORCS_00000028 Class
BINARY SubClassOf ORCS_00000028 OMRSE_00000098
BINARY is ORCS_00000033 Class
BINARY SubClassOf ORCS_00000033 IAO_0000030
BINARY is ORCS_00000034 Class
BINARY SubClassOf ORCS_00000034 IAO_0000030
BINARY is ORCS_00000040 Class
BINARY SubClassOf ORCS_00000040 OMRSE_00000100
BINARY is ORCS_00000041 Class
BINARY SubClassOf ORCS_00000041 IAO_0020000
BINARY is ORCS_00000047 Class
BINARY SubClassOf ORCS_00000047 ORCS_00000050
BINARY is ORCS_00000050 Class
BINARY SubClassOf ORCS_00000050 OMRSE_00000132
BINARY is ORCS_00000059 Class
BINARY SubClassOf ORCS_00000059 OMRSE_00000133
BINARY is ORCS_00000067 Class
BINARY SubClassOf ORCS_00000067 IAO_0020000
BINARY is ORCS_00000069 Class
BINARY SubClassOf ORCS_00000069 IAO_0000027
BINARY is ORCS_00000070 Class
BINARY SubClassOf ORCS_00000070 ORCS_00000069
BINARY is ORCS_00000071 Class
BINARY SubClassOf ORCS_00000071 ORCS_00000069
BINARY is ORCS_00000072 Class
BINARY SubClassOf ORCS_00000072 ORCS_00000069
BINARY is ORCS_00000073 Class
BINARY SubClassOf ORCS_00000073 ORCS_00000069
BINARY is ORCS_00000074 Class
BINARY SubClassOf ORCS_00000074 ORCS_00000069
BINARY is ORCS_00000075 Class
BINARY SubClassOf ORCS_00000075 ORCS_00000069
BINARY is ORCS_00000076 Class
BINARY SubClassOf ORCS_00000076 ORCS_00000069
BINARY is ORCS_00000077 Class
BINARY SubClassOf ORCS_00000077 ORCS_00000069
BINARY is ORCS_00000078 Class
BINARY SubClassOf ORCS_00000078 ORCS_00000069
BINARY is ORCS_00000079 Class
BINARY SubClassOf ORCS_00000079 ORCS_00000069
BINARY is ORCS_00000080 Class
BINARY SubClassOf ORCS_00000080 ORCS_00000069
BINARY is ORCS_00000081 Class
BINARY SubClassOf ORCS_00000081 IAO_0000027
BINARY is ORCS_00000082 Class
BINARY SubClassOf ORCS_00000082 ORCS_00000081
BINARY is ORCS_00000083 Class
BINARY SubClassOf ORCS_00000083 ORCS_00000081
BINARY is ORCS_00000091 Class
BINARY SubClassOf ORCS_00000091 OMRSE_00000205
BINARY is ORCS_00000094 Class
BINARY SubClassOf ORCS_00000094 OMRSE_00000209
BINARY is ORCS_00000124 Class
BINARY SubClassOf ORCS_00000124 OMRSE_00000213
BINARY is ORCS_00000131 Class
BINARY SubClassOf ORCS_00000131 OMRSE_00000220
BINARY is ORCS_00000136 Class
BINARY SubClassOf ORCS_00000136 IAO_0020000
BINARY is ORCS_00000137 Class
BINARY SubClassOf ORCS_00000137 ORCS_00000081
BINARY is ORCS_00000138 Class
BINARY SubClassOf ORCS_00000138 ORCS_00000081
BINARY is ORCS_00000139 Class
BINARY SubClassOf ORCS_00000139 ORCS_00000081
BINARY is ORCS_00000140 Class
BINARY SubClassOf ORCS_00000140 IAO_0020000
BINARY is ORCS_00000141 Class
BINARY SubClassOf ORCS_00000141 IAO_0020000
BINARY is ORCS_00000144 Class
BINARY SubClassOf ORCS_00000144 ORCS_00000069
BINARY is ORCS_00000146 Class
BINARY SubClassOf ORCS_00000146 IAO_0020000
BINARY is ORCS_00000152 Class
BINARY SubClassOf ORCS_00000152 ORCS_00000156
BINARY is ORCS_00000153 Class
BINARY SubClassOf ORCS_00000153 ORCS_00000156
BINARY is ORCS_00000156 Class
BINARY SubClassOf ORCS_00000156 IAO_0020000
BINARY is ORCS_00000157 Class
BINARY SubClassOf ORCS_00000157 ORCS_00000156
BINARY is ORCS_00000158 Class
BINARY SubClassOf ORCS_00000158 ORCS_00000156
BINARY is ORCS_00000159 Class
BINARY SubClassOf ORCS_00000159 ORCS_00000156
BINARY is ORCS_00000160 Class
BINARY SubClassOf ORCS_00000160 ORCS_00000156
BINARY is ORCS_00000161 Class
BINARY SubClassOf ORCS_00000161 ORCS_00000156
BINARY is ORCS_00000162 Class
BINARY SubClassOf ORCS_00000162 ORCS_00000156
BINARY is ORCS_00000163 Class
BINARY SubClassOf ORCS_00000163 ORCS_00000156
BINARY is ORCS_00000164 Class
BINARY SubClassOf ORCS_00000164 ORCS_00000156
BINARY is ORCS_00000165 Class
BINARY SubClassOf ORCS_00000165 ORCS_00000156
BINARY is PCO_0000020 Class
BINARY is UO_0000001 Class
BINARY SubClassOf UO_0000001 IAO_0000003
BINARY is UO_0000002 Class
BINARY SubClassOf UO_0000002 IAO_0000003
BINARY is UO_0000003 Class
BINARY SubClassOf UO_0000003 IAO_0000003
BINARY is www.w3.org/2002/07/# Class
BINARY is NCIT_C128691 Individual
BINARY Types NCIT_C128691 IAO_0020020
BINARY is NCIT_C49469 Individual
BINARY Types NCIT_C49469 IAO_0020020
BINARY is NCIT_C71891 Individual
BINARY Types NCIT_C71891 IAO_0020020
BINARY is ORCS_00000016 Individual
BINARY Types ORCS_00000016 IAO_0020000
BINARY is ORCS_00000122 Individual
BINARY Types ORCS_00000122 IAO_0000028
BINARY is ORCS_00000166 Individual
BINARY Types ORCS_00000166 IAO_0020020
BINARY is ORCS_00000167 Individual
BINARY Types ORCS_00000167 IAO_0020020
BINARY is ORCS_00000168 Individual
BINARY Types ORCS_00000168 IAO_0020020
BINARY is ORCS_00000169 Individual
BINARY Types ORCS_00000169 IAO_0020020
