BINARY is string Datatype
BINARY is Quality_of_Social_Overtures purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Showing_And_Directing_Attention purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Quality_of_Social_Overtures purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Attention_to_voice purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Interpersonal_Interactions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Reciprocal_Social_Interaction purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Showing_And_Directing_Attention purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Reciprocal_Social_Interaction purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY SubClassOf purl.org/autism-ontology/1.0/autism-rules.# birnlex_11001
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Seeking_To_Share_herHis_Enjoyment_With_Others purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Seeking_To_Share_herHis_Enjoyment_With_Others purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Showing_And_Directing_Attention purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Showing_And_Directing_Attention purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Seeking_To_Share_herHis_Enjoyment_With_Others purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Showing_And_Directing_Attention purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Imitative_social_play purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Range_of_Facial_Expressions_Used_To_Communicate purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Pointing_to_Express_Interest purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Direct_Gaze purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Pointing_to_Express_Interest purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Unusual_sensory_interests purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Direct_Gaze purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Attention_to_voice purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Attention_to_voice purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is Spontaneous_imitation_of_actions purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY SubClassOf purl.org/autism-ontology/1.0/autism-rules.# birnlex_11001
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Class
BINARY is ConnectedSpatiotemporalRegion Class
BINARY is FiatProcessPart Class
BINARY equiv FiatProcessPart ProcessBoundary
BINARY SubClassOf FiatProcessPart ProcessualEntity
BINARY DisjointWith FiatProcessPart ProcessualContext
BINARY DisjointWith FiatProcessPart ProcessBoundary
BINARY DisjointWith FiatProcessPart ProcessAggregate
BINARY DisjointWith FiatProcessPart Process
BINARY is Process Class
BINARY DisjointWith Process FiatProcessPart
BINARY is ProcessAggregate Class
BINARY DisjointWith ProcessAggregate FiatProcessPart
BINARY is ProcessBoundary Class
BINARY equiv ProcessBoundary FiatProcessPart
BINARY DisjointWith ProcessBoundary FiatProcessPart
BINARY is ProcessualContext Class
BINARY DisjointWith ProcessualContext FiatProcessPart
BINARY is ProcessualEntity Class
BINARY is SpatiotemporalInstant Class
BINARY DisjointWith SpatiotemporalInstant SpatiotemporalInterval
BINARY is SpatiotemporalInterval Class
BINARY SubClassOf SpatiotemporalInterval ConnectedSpatiotemporalRegion
BINARY DisjointWith SpatiotemporalInterval SpatiotemporalInstant
BINARY is www.w3.org/2002/07/# Class
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Limited_Attempt purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Little_or_Non purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is NotAvailable_Pointing purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Spontaneously_Pointing purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Unknown_Pointing purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Risk_factor purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Clear_Social_Quality purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
BINARY is purl.org/autism-ontology/1.0/autism-rules.# Individual
BINARY is Vocabulary_term purl.org/autism-ontology/1.0/autism-rules.#
