BINARY is string Datatype
BINARY is chromosome www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is chr19_11085052_36_2 Individual
BINARY is sequence_position www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is chr19_36_2 Individual
BINARY is dna_sequence www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is dbsnp_build_125 Individual
BINARY is dbsnp www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is dna_sequence_7 Individual
BINARY is dna_sequence www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is ncbi_nucleotide_36_2 Individual
BINARY is ncbi_nucleotide www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is nt_A Individual
BINARY is nucleotide www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is nt_G Individual
BINARY is nucleotide www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is rs28942078_contig Individual
BINARY is coding_variant www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
BINARY is rs28942078_ref Individual
BINARY is coding_variant www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.#
