BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is BFO_0000053 ObjectProperty
BINARY is BFO_0000071 ObjectProperty
BINARY is www.obofoundry.org/ro/ro.# ObjectProperty
BINARY is topic_0218 Class
BINARY SubClassOf topic_0218 topic_3068,
BINARY SubClassOf topic_0218 topic_3316
BINARY is topic_3068 Class
BINARY is topic_3302 Class
BINARY SubClassOf topic_3302 topic_3344
BINARY is topic_3316 Class
BINARY is topic_3344 Class
BINARY is ito Class
BINARY is Dataset ito
BINARY is ito Class
BINARY is ITO_01625 ito
BINARY is ito Class
BINARY is ito Class
BINARY SubClassOf ito topic_0218
BINARY is ito Class
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
BINARY is Benchmarking ito
BINARY is ito Class
