BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is EBI-2432334 Class
BINARY SubClassOf EBI-2432334 MI_0570
BINARY is EBI-3043800 Class
BINARY SubClassOf EBI-3043800 MI_0213
BINARY is EBI-5234726 Class
BINARY SubClassOf EBI-5234726 MI_0197
BINARY is EBI-6984469 Class
BINARY SubClassOf EBI-6984469 MI_0192
BINARY is EBI-7107760 Class
BINARY SubClassOf EBI-7107760 MI_0213
BINARY is EBI-7251916 Class
BINARY SubClassOf EBI-7251916 MI_0213
BINARY is EBI-8543210 Class
BINARY SubClassOf EBI-8543210 MI_0194
BINARY is EBI-8543224 Class
BINARY SubClassOf EBI-8543224 MI_0194
BINARY is GO_0000010 Class
BINARY SubClassOf GO_0000010 GO_0016765
BINARY is GO_0000015 Class
BINARY SubClassOf GO_0000015 GO_1902494
BINARY is GO_0000062 Class
BINARY is GO_0000099 Class
BINARY is GO_0000109 Class
BINARY SubClassOf GO_0000109 GO_0043234,
BINARY SubClassOf GO_0000109 GO_0044428,
BINARY SubClassOf GO_0000109 GO_1990391
BINARY is GO_0000110 Class
BINARY SubClassOf GO_0000110 GO_0000109
BINARY is GO_0000111 Class
BINARY SubClassOf GO_0000111 GO_0000109
BINARY is GO_0000112 Class
BINARY SubClassOf GO_0000112 GO_0000109
BINARY is GO_0000113 Class
BINARY SubClassOf GO_0000113 GO_0000109
BINARY is GO_0000118 Class
BINARY SubClassOf GO_0000118 GO_1902494
BINARY is GO_0000122 Class
BINARY is GO_0000133 Class
BINARY SubClassOf GO_0000133 GO_0043234,
BINARY SubClassOf GO_0000133 GO_0044448
BINARY is GO_0000145 Class
BINARY SubClassOf GO_0000145 GO_0043234,
BINARY SubClassOf GO_0000145 GO_0044448
BINARY is GO_0000148 Class
BINARY SubClassOf GO_0000148 GO_1990234
BINARY is GO_0000151 Class
BINARY SubClassOf GO_0000151 GO_1902494,
BINARY SubClassOf GO_0000151 GO_1990234
BINARY is GO_0000152 Class
BINARY is GO_0000153 Class
BINARY is GO_0000176 Class
BINARY SubClassOf GO_0000176 GO_0000178
BINARY is GO_0000177 Class
BINARY SubClassOf GO_0000177 GO_0000178
BINARY is GO_0000178 Class
BINARY SubClassOf GO_0000178 GO_0043234,
BINARY SubClassOf GO_0000178 GO_0044424
BINARY is GO_0000182 Class
BINARY SubClassOf GO_0000182 GO_0043565
BINARY is GO_0000217 Class
BINARY SubClassOf GO_0000217 GO_0043566
BINARY is GO_0000243 Class
BINARY SubClassOf GO_0000243 GO_0005684
BINARY is GO_0000274 Class
BINARY SubClassOf GO_0000274 GO_0045265
BINARY is GO_0000306 Class
BINARY SubClassOf GO_0000306 GO_0031312,
BINARY SubClassOf GO_0000306 GO_0044437
BINARY is GO_0000307 Class
BINARY SubClassOf GO_0000307 GO_0043234,
BINARY SubClassOf GO_0000307 GO_0044424,
BINARY SubClassOf GO_0000307 GO_1902911
BINARY is GO_0000308 Class
BINARY SubClassOf GO_0000308 GO_0000307
BINARY is GO_0000312 Class
BINARY SubClassOf GO_0000312 GO_0000314
BINARY is GO_0000314 Class
BINARY SubClassOf GO_0000314 GO_0015935
BINARY is GO_0000315 Class
BINARY SubClassOf GO_0000315 GO_0015934
BINARY is GO_0000323 Class
BINARY SubClassOf GO_0000323 GO_0005773
BINARY is GO_0000324 Class
BINARY SubClassOf GO_0000324 GO_0000323
BINARY is GO_0000327 Class
BINARY SubClassOf GO_0000327 GO_0000323
BINARY is GO_0000332 Class
BINARY SubClassOf GO_0000332 GO_0000497
BINARY is GO_0000346 Class
BINARY SubClassOf GO_0000346 GO_0043234,
BINARY SubClassOf GO_0000346 GO_0044428
BINARY is GO_0000347 Class
BINARY SubClassOf GO_0000347 GO_0043234,
BINARY SubClassOf GO_0000347 GO_0044428
BINARY is GO_0000408 Class
BINARY SubClassOf GO_0000408 GO_0043234,
BINARY SubClassOf GO_0000408 GO_0044424
BINARY is GO_0000417 Class
BINARY SubClassOf GO_0000417 GO_0043234
BINARY is GO_0000433 Class
BINARY SubClassOf GO_0000433 GO_0045014
BINARY is GO_0000438 Class
BINARY SubClassOf GO_0000438 GO_0000439
BINARY is GO_0000439 Class
BINARY SubClassOf GO_0000439 GO_0043234,
BINARY SubClassOf GO_0000439 GO_0044428
BINARY is GO_0000440 Class
BINARY SubClassOf GO_0000440 GO_0000439
BINARY is GO_0000444 Class
BINARY SubClassOf GO_0000444 GO_0043234,
BINARY SubClassOf GO_0000444 GO_0044427
BINARY is GO_0000445 Class
BINARY SubClassOf GO_0000445 GO_0000347
BINARY is GO_0000446 Class
BINARY SubClassOf GO_0000446 GO_0000347,
BINARY SubClassOf GO_0000446 GO_0008023
BINARY is GO_0000497 Class
BINARY is GO_0000502 Class
