BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is BFO_0000051 ObjectProperty
BINARY is BFO_0000053 ObjectProperty
BINARY is RO_0000087 ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is CHEBI_100241 Class
BINARY SubClassOf CHEBI_100241 CHEBI_23765
BINARY is CHEBI_100246 Class
BINARY SubClassOf CHEBI_100246 CHEBI_23765
BINARY is CHEBI_10102 Class
BINARY SubClassOf CHEBI_10102 CHEBI_18379,
BINARY SubClassOf CHEBI_10102 CHEBI_38669,
BINARY SubClassOf CHEBI_10102 RO_0000087_some_CHEBI_35474,
BINARY SubClassOf CHEBI_10102 RO_0000087_some_CHEBI_35623,
BINARY SubClassOf CHEBI_10102 RO_0000087_some_CHEBI_35717
BINARY is CHEBI_10119 Class
BINARY SubClassOf CHEBI_10119 CHEBI_55505
BINARY is CHEBI_102216 Class
BINARY SubClassOf CHEBI_102216 CHEBI_22693,
BINARY SubClassOf CHEBI_102216 CHEBI_73474,
BINARY SubClassOf CHEBI_102216 RO_0000087_some_CHEBI_38877,
BINARY SubClassOf CHEBI_102216 RO_0000087_some_CHEBI_88188,
BINARY is is_conjugate_acid_of_some_CHEBI_60792 chebi#
BINARY is CHEBI_102484 Class
BINARY SubClassOf CHEBI_102484 CHEBI_55373
BINARY is CHEBI_10589 Class
BINARY is CHEBI_10650 Class
BINARY SubClassOf CHEBI_10650 CHEBI_27162,
BINARY SubClassOf CHEBI_10650 CHEBI_35358,
BINARY SubClassOf CHEBI_10650 RO_0000087_some_CHEBI_35941,
BINARY SubClassOf CHEBI_10650 RO_0000087_some_CHEBI_50514,
BINARY is has_functional_parent_some_CHEBI_28969, chebi#
BINARY is is_conjugate_acid_of_some_CHEBI_64364 chebi#
BINARY is CHEBI_107736 Class
BINARY SubClassOf CHEBI_107736 CHEBI_22702
BINARY is CHEBI_11060 Class
BINARY is CHEBI_110725 Class
BINARY SubClassOf CHEBI_110725 CHEBI_76871
BINARY is CHEBI_114785 Class
BINARY SubClassOf CHEBI_114785 CHEBI_50995
