BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is double Datatype
BINARY is string Datatype
BINARY is BFO_0000053 ObjectProperty
BINARY is BFO_0000071 ObjectProperty
BINARY is IAO_0000039 ObjectProperty
BINARY is www.obofoundry.org/ro/ro.# ObjectProperty
BINARY is OBI_0001937 DataProperty
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is //www.wikidata.org/wiki/ Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is BFO_0000016 Class
BINARY is CHEBI_10033 Class
BINARY is CHEBI_10093 Class
BINARY is CHEBI_10112 Class
BINARY is CHEBI_10119 Class
BINARY is CHEBI_10127 Class
BINARY is CHEBI_101278 Class
BINARY is CHEBI_102524 Class
BINARY is CHEBI_10575 Class
BINARY is CHEBI_10607 Class
BINARY is CHEBI_107736 Class
BINARY is CHEBI_113451 Class
BINARY is CHEBI_114785 Class
BINARY is CHEBI_114786 Class
BINARY is CHEBI_116735 Class
BINARY is CHEBI_125 Class
BINARY is CHEBI_12777 Class
BINARY is CHEBI_131389 Class
BINARY is CHEBI_132230 Class
BINARY is CHEBI_133354 Class
BINARY is CHEBI_133809 Class
BINARY is CHEBI_134760 Class
BINARY is CHEBI_134783 Class
BINARY is CHEBI_134813 Class
BINARY is CHEBI_134837 Class
BINARY is CHEBI_134841 Class
BINARY is CHEBI_134870 Class
BINARY is CHEBI_134883 Class
BINARY is CHEBI_134967 Class
BINARY is CHEBI_135047 Class
BINARY is CHEBI_135068 Class
BINARY is CHEBI_135168 Class
BINARY is CHEBI_135183 Class
BINARY is CHEBI_135276 Class
BINARY is CHEBI_135282 Class
BINARY is CHEBI_135317 Class
BINARY is CHEBI_135354 Class
BINARY is CHEBI_135361 Class
