BINARY is dateTime Datatype
BINARY is IAO_0000410 Individual
BINARY Types IAO_0000410 IAO_0000409
BINARY is IAO_0000420 Individual
BINARY Types IAO_0000420 IAO_0000409
BINARY is IAO_0000421 Individual
BINARY Types IAO_0000421 IAO_0000409
BINARY is IAO_0000423 Individual
BINARY Types IAO_0000423 IAO_0000078
BINARY is IAO_0000428 Individual
BINARY Types IAO_0000428 IAO_0000078
BINARY is OMO_0001000 Individual
BINARY Types OMO_0001000 IAO_0000225
BINARY is SEPIO_0000403 Individual
BINARY Types SEPIO_0000403 SEPIO_0000402
BINARY is SEPIO_0000404 Individual
BINARY Types SEPIO_0000404 SEPIO_0000402
BINARY is SEPIO_0000405 Individual
BINARY Types SEPIO_0000405 SEPIO_0000402
