BINARY is has_prefix ObjectProperty
BINARY SubClassOf UO_0000298 UO_0000046
BINARY is UO_0000299 Class
BINARY SubClassOf UO_0000299 UO_0000046
BINARY is UO_0000300 Class
BINARY SubClassOf UO_0000300 UO_0000046
BINARY is UO_0000302 Class
BINARY SubClassOf UO_0000302 UO_0000046
BINARY is UO_0000303 Class
BINARY SubClassOf UO_0000303 UO_0000046
BINARY is UO_0000304 Class
BINARY SubClassOf UO_0000304 UO_0000046
BINARY is UO_0000305 Class
BINARY SubClassOf UO_0000305 UO_0000046
BINARY is UO_0000306 Class
BINARY SubClassOf UO_0000306 UO_0000046
BINARY is UO_0000322 Class
BINARY SubClassOf UO_0000322 UO_0000186
BINARY is UO_0000328 Class
BINARY SubClassOf UO_0000328 UO_0000244
BINARY is UO_0000329 Class
BINARY equiv UO_0000329 UO_1000244_and_(has_prefix_some_UO_0000293),
BINARY equiv UO_0000329 {UO_0000329}
BINARY SubClassOf UO_0000329 UO_0000244,
BINARY SubClassOf UO_0000329 UO_1000244,
BINARY SubClassOf UO_0000329 has_prefix_some_UO_0000293
BINARY is UO_0000330 Class
BINARY equiv UO_0000330 UO_1000244_and_(has_prefix_some_UO_0000292),
BINARY equiv UO_0000330 {UO_0000330}
BINARY SubClassOf UO_0000330 UO_0000244,
BINARY SubClassOf UO_0000330 UO_1000244,
BINARY SubClassOf UO_0000330 has_prefix_some_UO_0000292
BINARY is UO_0010019 Class
BINARY is UO_0010021 Class
BINARY SubClassOf UO_0010021 UO_1010021
BINARY is UO_0010060 Class
BINARY equiv UO_0010060 {UO_0010060}
BINARY SubClassOf UO_0010060 UO_1010060
BINARY is UO_1000062 Class
BINARY is UO_1000068 Class
BINARY is UO_1000088 Class
BINARY is UO_1000090 Class
BINARY is UO_1000116 Class
BINARY is UO_1000123 Class
BINARY is UO_1000133 Class
BINARY is UO_1000134 Class
BINARY is UO_1000136 Class
BINARY is UO_1000137 Class
BINARY is UO_1000153 Class
BINARY is UO_1000156 Class
BINARY is UO_1000158 Class
BINARY is UO_1000167 Class
BINARY is UO_1000168 Class
BINARY is UO_1000169 Class
BINARY is UO_1000170 Class
BINARY is UO_1000171 Class
BINARY is UO_1000172 Class
BINARY is UO_1000178 Class
BINARY is UO_1000188 Class
BINARY SubClassOf UO_1000188 UO_0000186
BINARY is UO_1000192 Class
BINARY is UO_1000193 Class
BINARY SubClassOf UO_1000193 UO_0000187
BINARY is UO_1000194 Class
BINARY SubClassOf UO_1000194 UO_0000187
BINARY is UO_1000196 Class
BINARY SubClassOf UO_1000196 UO_0000186
BINARY is UO_1000197 Class
BINARY is UO_1000203 Class
BINARY is UO_1000204 Class
BINARY is UO_1000210 Class
BINARY is UO_1000211 Class
BINARY is UO_1000216 Class
BINARY is UO_1000244 Class
BINARY is UO_1000269 Class
BINARY SubClassOf UO_1000269 UO_0000186
BINARY is UO_1010021 Class
BINARY SubClassOf UO_1010021 UO_0010019
BINARY is UO_1010060 Class
BINARY is www.w3.org/2002/07/# Class
BINARY is UO_0000065 Individual
BINARY is UO_0000066 Individual
BINARY is UO_0000068 Individual
BINARY is UO_0000073 Individual
BINARY is UO_0000088 Individual
BINARY is UO_0000090 Individual
BINARY is UO_0000116 Individual
BINARY is UO_0000123 Individual
BINARY is UO_0000134 Individual
BINARY is UO_0000136 Individual
BINARY is UO_0000141 Individual
BINARY is UO_0000144 Individual
BINARY is UO_0000146 Individual
BINARY is UO_0000153 Individual
BINARY is UO_0000156 Individual
BINARY is UO_0000158 Individual
BINARY is UO_0000167 Individual
BINARY is UO_0000168 Individual
BINARY is UO_0000169 Individual
BINARY is UO_0000170 Individual
BINARY is UO_0000171 Individual
BINARY is UO_0000172 Individual
BINARY is UO_0000178 Individual
BINARY is UO_0000192 Individual
BINARY is UO_0000194 Individual
BINARY is UO_0000197 Individual
BINARY is UO_0000203 Individual
BINARY is UO_0000204 Individual
BINARY is UO_0000210 Individual
BINARY is UO_0000211 Individual
BINARY is UO_0000216 Individual
BINARY is UO_0000244 Individual
BINARY is UO_0000329 Individual
BINARY is UO_0000330 Individual
BINARY is UO_0010060 Individual
