BINARY is integer Datatype
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is brother,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is bleeding_score, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_score_some_integer[=_0])_and_(www.semanticweb.org/ontologies/2010/10/BPO.# (www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is unspecified_answer www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is neurologic_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is spontaneous_delivery www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is volume www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is tooth_anatomic_classification www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is incisor,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is race www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is african_american,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is g_per_dL,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ancillary_medication www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is antibiotics,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is stage_of_life www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is adulthood,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is liver_disease www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is gastrointestinal_neoplasm, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_anatomic_location_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is gastrointestinal_malignancy www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is eye_subdivision www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is retina,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ancillary_medication www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is antibiotics,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is medication_metadata www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is tooth_temporal_classification www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is permanent www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is volume www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is desmopressin www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is desmopressin_nasal www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is desmopressin www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is desmopressin_injection www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is uterine_bleeding_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is exam_under_anesthesia,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ulcer, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_anatomic_location_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is gastric_ulcer www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is gastrointestinal_bleeding_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is esophageal_disease, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_predisposition_some_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is esophageal_varix www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is esophageal_disease, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_prerequisite_some_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is esophageal_tear www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is demographic_characteristics www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is age,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is medication_metadata www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is uterine_bleeding_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is dilatation_and_curettage,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is volume www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is sex www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is male www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is transfusion www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is packed_red_blood_cells,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is cells_per_mm_cubed,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ulcer, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_anatomic_location_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is duodenal_ulcer www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is gastrointestinal_neoplasm www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is colon_polyp www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is mouth_subdivision www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is lips,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is study_subject www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is multimers_qualitative_abnormal www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is low_resolution_gel www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ethnicity www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is not_hispanic www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is uterine_bleeding_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is dilatation_and_curettage,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is hormonal_therapy www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is oral_contraceptive_pill www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ripa_qualitative_interpretation www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is absent,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is procedural_intervention www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is internal_iliac_artery_ligattion,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is canine www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is spontaneous_delivery www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is stage_of_life www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is adulthood,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is procedural_intervention www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is hysterectomy_treatment,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ancillary_medication www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is antibiotics,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ancillary_medication www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is antibiotics,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is cells_per_mm_cubed,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is mouth_subdivision www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is gums,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is heparin www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is unfractionated_heparin www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is multimers_qualitative_abnormal www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is high_resolution_gel www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is sex www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is female www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is bleeding_score, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_score_some_integer[=_-3])_and_(www.semanticweb.org/ontologies/2010/10/BPO.# (www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is pbac_score,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is medication_metadata www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is medication_metadata www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is cells_per_mm_cubed,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is volume www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is time www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is seconds www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is canine www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is race www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is multimers_qualitative_interpretation www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is multimers_qualitative_normal www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is multimers_qualitative_abnormal www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is epistaxis_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is race www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is caucasian www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ancillary_medication, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_frequency_some_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_last_event_some_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_status_some_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is antibiotics,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is nose_subdivision, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_relative_position_some www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is left_or_www.semanticweb.org/ontologies/2010/10/BPO.# (www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ethnicity www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is hispanic www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is hormonal_therapy www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is hormone_replacement_therapy www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is transfusion www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is fresh_frozen_plasma,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is period_protection_product www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is relative, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_sex_only_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is aunt,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is bleeding_score, www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is has_score_some_integer[_0] www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is mcmdm_1_score,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is calculated www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is cells_per_mm_cubed,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is uterine_bleeding_treatment www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is dilatation_and_curettage,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is tooth_temporal_classification www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is deciduous www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is transfusion www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is fresh_frozen_plasma,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
BINARY is ripa_qualitative_interpretation www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is absent,_www.semanticweb.org/ontologies/2010/10/BPO.# www.semanticweb.org/ontologies/2010/10/BPO.#
BINARY is www.semanticweb.org/ontologies/2010/10/BPO.# Class
