BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is BFO_0000051 ObjectProperty
BINARY is BFO_0000053 ObjectProperty
BINARY is RO_0000087 ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is CHEBI_101278 Class
BINARY SubClassOf CHEBI_101278 CHEBI_82814
BINARY is CHEBI_102130 Class
BINARY SubClassOf CHEBI_102130 CHEBI_87228
BINARY is CHEBI_102265 Class
BINARY SubClassOf CHEBI_102265 CHEBI_87228
BINARY is CHEBI_102484 Class
BINARY SubClassOf CHEBI_102484 CHEBI_87228
BINARY is CHEBI_102516 Class
BINARY SubClassOf CHEBI_102516 CHEBI_87228
BINARY is CHEBI_10302 Class
BINARY SubClassOf CHEBI_10302 CHEBI_35338
BINARY is CHEBI_10319 Class
BINARY SubClassOf CHEBI_10319 CHEBI_35682
BINARY is CHEBI_10432 Class
BINARY SubClassOf CHEBI_10432 CHEBI_35682
BINARY is CHEBI_10545 Class
BINARY SubClassOf CHEBI_10545 CHEBI_36338
BINARY is CHEBI_10642 Class
BINARY SubClassOf CHEBI_10642 CHEBI_24848
BINARY is CHEBI_114785 Class
BINARY SubClassOf CHEBI_114785 CHEBI_35618,
BINARY SubClassOf CHEBI_114785 CHEBI_38530,
BINARY SubClassOf CHEBI_114785 CHEBI_50995,
BINARY SubClassOf CHEBI_114785 CHEBI_73477,
BINARY SubClassOf CHEBI_114785 RO_0000087_some_CHEBI_35610,
BINARY SubClassOf CHEBI_114785 RO_0000087_some_CHEBI_74440
BINARY is CHEBI_115239 Class
BINARY is CHEBI_127342 Class
BINARY SubClassOf CHEBI_127342 CHEBI_27024,
BINARY SubClassOf CHEBI_127342 CHEBI_35618,
BINARY SubClassOf CHEBI_127342 CHEBI_50995,
BINARY SubClassOf CHEBI_127342 BFO_0000053_some_DRON_00723856,
BINARY SubClassOf CHEBI_127342 RO_0000087_some_CHEBI_35469,
BINARY SubClassOf CHEBI_127342 RO_0000087_some_CHEBI_35640,
BINARY SubClassOf CHEBI_127342 RO_0000087_some_CHEBI_35703,
