BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is RO_0000087 ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is CHEBI_131604 Class
BINARY SubClassOf CHEBI_131604 CHEBI_76969
BINARY is CHEBI_131906 Class
BINARY SubClassOf CHEBI_131906 CHEBI_37963,
BINARY SubClassOf CHEBI_131906 CHEBI_3992
BINARY is CHEBI_131927 Class
BINARY SubClassOf CHEBI_131927 CHEBI_36586
BINARY is CHEBI_132150 Class
BINARY SubClassOf CHEBI_132150 CHEBI_36054,
BINARY SubClassOf CHEBI_132150 CHEBI_47622,
BINARY SubClassOf CHEBI_132150 CHEBI_63944
BINARY is CHEBI_132152 Class
BINARY SubClassOf CHEBI_132152 CHEBI_36054,
BINARY SubClassOf CHEBI_132152 CHEBI_47622
BINARY is CHEBI_132186 Class
BINARY SubClassOf CHEBI_132186 CHEBI_24995
BINARY is CHEBI_132267 Class
BINARY SubClassOf CHEBI_132267 CHEBI_3992,
BINARY SubClassOf CHEBI_132267 CHEBI_50523
BINARY is CHEBI_132333 Class
BINARY SubClassOf CHEBI_132333 CHEBI_32955,
BINARY SubClassOf CHEBI_132333 CHEBI_37581
BINARY is CHEBI_132338 Class
BINARY SubClassOf CHEBI_132338 CHEBI_35618
BINARY is CHEBI_132348 Class
BINARY SubClassOf CHEBI_132348 CHEBI_3992
BINARY is CHEBI_132383 Class
BINARY SubClassOf CHEBI_132383 CHEBI_25106,
BINARY SubClassOf CHEBI_132383 CHEBI_26416,
BINARY SubClassOf CHEBI_132383 CHEBI_26657,
BINARY SubClassOf CHEBI_132383 CHEBI_47622,
BINARY SubClassOf CHEBI_132383 CHEBI_71548,
BINARY SubClassOf CHEBI_132383 RO_0000087_some_CHEBI_76924
BINARY is CHEBI_132384 Class
BINARY SubClassOf CHEBI_132384 CHEBI_25106,
BINARY SubClassOf CHEBI_132384 CHEBI_26416,
BINARY SubClassOf CHEBI_132384 CHEBI_26657,
BINARY SubClassOf CHEBI_132384 CHEBI_47622,
BINARY SubClassOf CHEBI_132384 CHEBI_71548,
BINARY SubClassOf CHEBI_132384 RO_0000087_some_CHEBI_76924
BINARY is CHEBI_132385 Class
BINARY SubClassOf CHEBI_132385 CHEBI_25106,
BINARY SubClassOf CHEBI_132385 CHEBI_26416,
BINARY SubClassOf CHEBI_132385 CHEBI_26657,
BINARY SubClassOf CHEBI_132385 CHEBI_36054,
BINARY SubClassOf CHEBI_132385 CHEBI_47622,
BINARY SubClassOf CHEBI_132385 CHEBI_71548,
BINARY SubClassOf CHEBI_132385 RO_0000087_some_CHEBI_76924
