BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is C571338839176507395 Class
BINARY is C571338839176507399 Class
BINARY is C571342296272859141 Class
BINARY SubClassOf C571342296272859141 C571342296272859150
BINARY is C571342296272859143 Class
BINARY SubClassOf C571342296272859143 C571358716863967283
BINARY is C571342296272859150 Class
BINARY SubClassOf C571342296272859150 C571342296272859289
BINARY is C571342296272859160 Class
BINARY SubClassOf C571342296272859160 C571342296272859150
BINARY is C571342296272859169 Class
BINARY SubClassOf C571342296272859169 C571342296272859150
BINARY is C571342296272859170 Class
BINARY SubClassOf C571342296272859170 C571342296272859150
BINARY is C571342296272859188 Class
BINARY is C571342296272859195 Class
BINARY SubClassOf C571342296272859195 C571342296272859150
BINARY is C571342296272859205 Class
BINARY SubClassOf C571342296272859205 C571358716863967283
BINARY is C571342296272859212 Class
BINARY SubClassOf C571342296272859212 C571342296272859150
BINARY is C571342296272859235 Class
BINARY SubClassOf C571342296272859235 C571342296272859150
BINARY is C571342296272859242 Class
BINARY SubClassOf C571342296272859242 C571342296272859188
BINARY is C571342296272859243 Class
BINARY is C571342296272859251 Class
BINARY SubClassOf C571342296272859251 C571342296272859150
BINARY is C571342296272859255 Class
BINARY SubClassOf C571342296272859255 C571358716863967283
BINARY is C571342296272859258 Class
BINARY SubClassOf C571342296272859258 C571342296272859150
BINARY is C571342296272859264 Class
BINARY is C571342296272859271 Class
BINARY SubClassOf C571342296272859271 C571345044435366008
BINARY is C571342296272859284 Class
BINARY SubClassOf C571342296272859284 C571342296272859150
BINARY is C571342296272859289 Class
BINARY is C571342296272859291 Class
BINARY is C571342296272859292 Class
BINARY SubClassOf C571342296272859292 C571342296272859243
BINARY is C571342296272859293 Class
BINARY SubClassOf C571342296272859293 C571342296272859150
BINARY is C571342296272859297 Class
BINARY SubClassOf C571342296272859297 C571358716863967283
BINARY is C571342296272859304 Class
BINARY SubClassOf C571342296272859304 C571342296272859264
BINARY is C571342296272859305 Class
BINARY SubClassOf C571342296272859305 C571342296272859150
BINARY is C571342296272859316 Class
BINARY SubClassOf C571342296272859316 C571342296272859291
BINARY is C571343138086449152 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C571345044435365892 Class
BINARY is C571345044435365896 Class
BINARY is C571345044435365911 Class
BINARY is C571345044435365914 Class
BINARY SubClassOf C571345044435365914 C571345044435366105
BINARY is C571345044435365919 Class
BINARY SubClassOf C571345044435365919 C571345044435366105
BINARY is C571345044435365920 Class
BINARY SubClassOf C571345044435365920 C571345044435366161
BINARY is C571345044435365923 Class
BINARY SubClassOf C571345044435365923 C571345044435365896
BINARY is C571345044435365926 Class
BINARY is C571345044435365928 Class
BINARY SubClassOf C571345044435365928 C571345044435365911
BINARY is C571345044435365930 Class
BINARY SubClassOf C571345044435365930 C571345044435366070
BINARY is C571345044435365934 Class
BINARY is C571345044435365941 Class
BINARY is C571345044435365942 Class
BINARY SubClassOf C571345044435365942 C571345044435366096
BINARY is C571345044435365946 Class
BINARY SubClassOf C571345044435365946 C571345044435366124
BINARY is C571345044435365948 Class
BINARY SubClassOf C571345044435365948 C571345044435366028
BINARY is C571345044435365953 Class
BINARY SubClassOf C571345044435365953 C571345044435366150
BINARY is C571345044435365954 Class
BINARY SubClassOf C571345044435365954 C571345044435366070
BINARY is C571345044435365955 Class
BINARY is C571345044435365956 Class
BINARY SubClassOf C571345044435365956 C571345044435365928
BINARY is C571345044435365965 Class
BINARY SubClassOf C571345044435365965 C571345044435366038
BINARY is C571345044435365970 Class
BINARY SubClassOf C571345044435365970 C571345044435366033
BINARY is C571345044435365978 Class
BINARY SubClassOf C571345044435365978 C571345044435366038
BINARY is C571345044435365980 Class
BINARY SubClassOf C571345044435365980 C571345044435366096
BINARY is C571345044435365988 Class
BINARY is C571345044435365997 Class
BINARY SubClassOf C571345044435365997 C571345044435365928
BINARY is C571345044435366000 Class
BINARY SubClassOf C571345044435366000 C571345044435366070
BINARY is C571345044435366007 Class
BINARY SubClassOf C571345044435366007 C571345044435365896
BINARY is C571345044435366008 Class
BINARY SubClassOf C571345044435366008 C571345044435366048
BINARY is C571345044435366009 Class
BINARY SubClassOf C571345044435366009 C571345044435366063
BINARY is C571345044435366011 Class
BINARY SubClassOf C571345044435366011 C571345044435366089
BINARY is C571345044435366018 Class
BINARY SubClassOf C571345044435366018 C571345044435366008
BINARY is C571345044435366019 Class
BINARY SubClassOf C571345044435366019 C571345044435366028
BINARY is C571345044435366021 Class
BINARY SubClassOf C571345044435366021 C571345044435365928
BINARY is C571345044435366022 Class
BINARY SubClassOf C571345044435366022 C571345044435365928
BINARY is C571345044435366025 Class
BINARY is C571345044435366028 Class
BINARY is C571345044435366029 Class
BINARY SubClassOf C571345044435366029 C571345044435366124
BINARY is C571345044435366031 Class
BINARY SubClassOf C571345044435366031 C571345044435366161
BINARY is C571345044435366032 Class
BINARY SubClassOf C571345044435366032 C571345044435365941
BINARY is C571345044435366033 Class
BINARY is www.w3.org/2000/01/-schema# Annotations
BINARY is Thing www.w3.org/2002/07/#
BINARY is C571345044435366035 Class
BINARY SubClassOf C571345044435366035 C571345044435365928
BINARY is C571345044435366038 Class
BINARY SubClassOf C571345044435366038 C571345044435366074
BINARY is C571345044435366039 Class
BINARY SubClassOf C571345044435366039 C571345044435365934
BINARY is C571345044435366041 Class
BINARY SubClassOf C571345044435366041 C571345044435366008
BINARY is C571345044435366044 Class
BINARY SubClassOf C571345044435366044 C571345044435366142
BINARY is C571345044435366048 Class
BINARY is C571345044435366052 Class
BINARY SubClassOf C571345044435366052 C571345044435366086
BINARY is C571345044435366053 Class
BINARY is C571345044435366060 Class
BINARY SubClassOf C571345044435366060 C571345044435365920
BINARY is C571345044435366063 Class
BINARY SubClassOf C571345044435366063 C571345044435366096
BINARY is C571345044435366067 Class
BINARY SubClassOf C571345044435366067 C571345044435366161
BINARY is C571345044435366068 Class
BINARY SubClassOf C571345044435366068 C571345044435366028
BINARY is C571345044435366070 Class
BINARY SubClassOf C571345044435366070 C571345044435366053
BINARY is C571345044435366074 Class
BINARY is C571345044435366078 Class
BINARY SubClassOf C571345044435366078 C571345044435366008
BINARY is C571345044435366086 Class
BINARY is C571345044435366089 Class
BINARY is C571345044435366096 Class
BINARY SubClassOf C571345044435366096 C571345044435365892,
BINARY SubClassOf C571345044435366096 C571345044435366160
BINARY is C571345044435366099 Class
BINARY SubClassOf C571345044435366099 C571345044435366101
BINARY is C571345044435366101 Class
BINARY SubClassOf C571345044435366101 C571345044435365934
BINARY is C571345044435366105 Class
BINARY SubClassOf C571345044435366105 C571345044435366067
BINARY is C571345044435366109 Class
BINARY SubClassOf C571345044435366109 C571345044435366025
BINARY is C571345044435366110 Class
BINARY SubClassOf C571345044435366110 C571345044435366070
BINARY is C571345044435366113 Class
BINARY SubClassOf C571345044435366113 C571345044435366160
BINARY is C571345044435366114 Class
BINARY SubClassOf C571345044435366114 C571345044435366134
BINARY is C571345044435366118 Class
BINARY SubClassOf C571345044435366118 C571345044435365928
BINARY is C571345044435366124 Class
BINARY is C571345044435366127 Class
BINARY is C571345044435366128 Class
BINARY SubClassOf C571345044435366128 C571345044435366063
BINARY is C571345044435366132 Class
BINARY SubClassOf C571345044435366132 C571345044435366127
BINARY is C571345044435366134 Class
BINARY is C571345044435366136 Class
BINARY SubClassOf C571345044435366136 C571345044435365928,
BINARY SubClassOf C571345044435366136 C571358716863967283
BINARY is C571345044435366137 Class
BINARY SubClassOf C571345044435366137 C571345044435365934
BINARY is C571345044435366140 Class
BINARY SubClassOf C571345044435366140 C571345044435366074
BINARY is C571345044435366142 Class
BINARY is C571345044435366145 Class
BINARY SubClassOf C571345044435366145 C571345044435366161
BINARY is C571345044435366148 Class
BINARY SubClassOf C571345044435366148 C571345044435366070
BINARY is C571345044435366149 Class
BINARY SubClassOf C571345044435366149 C571345044435366161
BINARY is C571345044435366150 Class
BINARY SubClassOf C571345044435366150 C571345044435366041
BINARY is C571345044435366156 Class
BINARY SubClassOf C571345044435366156 C571345044435366028
BINARY is C571345044435366158 Class
BINARY SubClassOf C571345044435366158 C571345044435366070
BINARY is C571345044435366159 Class
BINARY SubClassOf C571345044435366159 C571345044435365926
BINARY is C571345044435366160 Class
BINARY SubClassOf C571345044435366160 C571345044435365988
BINARY is C571345044435366161 Class
BINARY SubClassOf C571345044435366161 C571345044435365955
BINARY is C571345044435366166 Class
BINARY SubClassOf C571345044435366166 C571345044435366070
BINARY is C571346083343495319 Class
BINARY is C571346494750191620 Class
BINARY SubClassOf C571346494750191620 C571346494750191637,
BINARY SubClassOf C571346494750191620 C571346494750191648
BINARY is C571346494750191637 Class
BINARY is C571346494750191638 Class
BINARY SubClassOf C571346494750191638 C571346494750191640
BINARY is C571346494750191640 Class
BINARY is C571346494750191648 Class
BINARY is C571346494750191649 Class
BINARY SubClassOf C571346494750191649 C571346494750191620
BINARY is C571346494750191656 Class
BINARY SubClassOf C571346494750191656 C571346494750191620
BINARY is C571347974240596076 Class
BINARY SubClassOf C571347974240596076 C571350414528606225
BINARY is C571350414528606209 Class
BINARY SubClassOf C571350414528606209 C571350414528606237
BINARY is C571350414528606223 Class
BINARY SubClassOf C571350414528606223 C571350414528606289
BINARY is C571350414528606224 Class
